Competition_Name,Gender,Country,Season_End_Year,Round,Wk,Day,Date,Time,Home,HomeGoals,Home_xG,Away,AwayGoals,Away_xG,Attendance,Venue,Referee,Notes,MatchURL
FIFA World Cup,M,NA,2010,Group stage,3,Thu,6/24/2010,16:00,Slovakia sk,3,NA,it Italy,2,NA,53412,Emirates Airline Park (Neutral Site),,,https://fbref.com/en/matches/51143cbc/Slovakia-Italy-June-24-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Thu,6/24/2010,16:00,Paraguay py,0,NA,nz New Zealand,0,NA,34850,Peter Mokaba Stadium (Neutral Site),,,https://fbref.com/en/matches/6fd17d24/Paraguay-New-Zealand-June-24-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Thu,6/24/2010,20:30,Denmark dk,1,NA,jp Japan,3,NA,27967,Royal Bafokeng Stadium (Neutral Site),,,https://fbref.com/en/matches/7914ff74/Denmark-Japan-June-24-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Thu,6/24/2010,20:30,Cameroon cm,1,NA,nl Netherlands,2,NA,63093,Cape Town Stadium (Neutral Site),,,https://fbref.com/en/matches/3f1b44f5/Cameroon-Netherlands-June-24-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Fri,6/25/2010,16:00,Portugal pt,0,NA,br Brazil,0,NA,62712,Moses Mabhida Stadium (Neutral Site),,,https://fbref.com/en/matches/9b96ad8b/Portugal-Brazil-June-25-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Fri,6/25/2010,16:00,Korea DPR kp,0,NA,ci Côte d'Ivoire,3,NA,34763,Mbombela Stadium (Neutral Site),,,https://fbref.com/en/matches/c67094bc/Korea-DPR-Cote-dIvoire-June-25-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Fri,6/25/2010,20:30,Switzerland ch,0,NA,hn Honduras,0,NA,28042,Toyota Stadium (Neutral Site),,,https://fbref.com/en/matches/39282932/Switzerland-Honduras-June-25-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Group stage,3,Fri,6/25/2010,20:30,Chile cl,1,NA,es Spain,2,NA,41958,Loftus Versfeld Stadium (Neutral Site),,,https://fbref.com/en/matches/52fdcee5/Chile-Spain-June-25-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Sat,6/26/2010,16:00,Uruguay uy,2,NA,kr Korea Republic,1,NA,30597,Nelson Mandela Bay Stadium (Neutral Site),,,https://fbref.com/en/matches/19c92159/Uruguay-Korea-Republic-June-26-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Sat,6/26/2010,20:30,United States us,1,NA,gh Ghana,2,NA,34976,Royal Bafokeng Stadium (Neutral Site),,Required Extra Time,https://fbref.com/en/matches/48dc7463/United-States-Ghana-June-26-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Sun,6/27/2010,16:00,Germany de,4,NA,eng England,1,NA,40510,Toyota Stadium (Neutral Site),,,https://fbref.com/en/matches/551c69c5/Germany-England-June-27-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Sun,6/27/2010,20:30,Argentina ar,3,NA,mx Mexico,1,NA,84377,Soccer City (Neutral Site),,,https://fbref.com/en/matches/4530d7a9/Argentina-Mexico-June-27-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Mon,6/28/2010,16:00,Netherlands nl,2,NA,sk Slovakia,1,NA,61962,Moses Mabhida Stadium (Neutral Site),,,https://fbref.com/en/matches/1a9bb075/Netherlands-Slovakia-June-28-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Mon,6/28/2010,20:30,Brazil br,3,NA,cl Chile,0,NA,54096,Emirates Airline Park (Neutral Site),,,https://fbref.com/en/matches/9f59cddd/Brazil-Chile-June-28-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Tue,6/29/2010,16:00,Paraguay py,0,NA,jp Japan,0,NA,36742,Loftus Versfeld Stadium (Neutral Site),,Paraguay won on penalty kicks following extra time,https://fbref.com/en/matches/7b76869e/Paraguay-Japan-June-29-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Round of 16,NA,Tue,6/29/2010,20:30,Spain es,1,NA,pt Portugal,0,NA,62955,Cape Town Stadium (Neutral Site),,,https://fbref.com/en/matches/89c94555/Spain-Portugal-June-29-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Quarter-finals,NA,Fri,7/2/2010,16:00,Netherlands nl,2,NA,br Brazil,1,NA,40186,Nelson Mandela Bay Stadium (Neutral Site),,,https://fbref.com/en/matches/987ad6dd/Netherlands-Brazil-July-2-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Quarter-finals,NA,Fri,7/2/2010,20:30,Uruguay uy,1,NA,gh Ghana,1,NA,84017,Soccer City (Neutral Site),,Uruguay won on penalty kicks following extra time,https://fbref.com/en/matches/f64f7da2/Uruguay-Ghana-July-2-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Quarter-finals,NA,Sat,7/3/2010,16:00,Argentina ar,0,NA,de Germany,4,NA,64100,Cape Town Stadium (Neutral Site),,,https://fbref.com/en/matches/cf9d0a2a/Argentina-Germany-July-3-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Quarter-finals,NA,Sat,7/3/2010,20:30,Paraguay py,0,NA,es Spain,1,NA,55359,Emirates Airline Park (Neutral Site),,,https://fbref.com/en/matches/b06a548e/Paraguay-Spain-July-3-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Semi-finals,NA,Tue,7/6/2010,20:30,Uruguay uy,2,NA,nl Netherlands,3,NA,62479,Cape Town Stadium (Neutral Site),,,https://fbref.com/en/matches/74825640/Uruguay-Netherlands-July-6-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Semi-finals,NA,Wed,7/7/2010,20:30,Germany de,0,NA,es Spain,1,NA,60960,Moses Mabhida Stadium (Neutral Site),,,https://fbref.com/en/matches/76d2f623/Germany-Spain-July-7-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Third-place match,NA,Sat,7/10/2010,20:30,Uruguay uy,2,NA,de Germany,3,NA,36254,Nelson Mandela Bay Stadium (Neutral Site),,,https://fbref.com/en/matches/0468785c/Uruguay-Germany-July-10-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2010,Final,NA,Sun,7/11/2010,20:30,Netherlands nl,0,NA,es Spain,1,NA,84490,Soccer City (Neutral Site),Howard Webb,Required Extra Time,https://fbref.com/en/matches/6e744544/Netherlands-Spain-July-11-2010-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Thu,6/12/2014,17:00,Brazil br,3,NA,hr Croatia,1,NA,62103,Arena Corinthians (Neutral Site),Yuichi Nishimura,,https://fbref.com/en/matches/0a93d0e2/Brazil-Croatia-June-12-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Fri,6/13/2014,13:00,Mexico mx,1,NA,cm Cameroon,0,NA,39216,Arena das Dunas (Neutral Site),Wilmar Roldán,,https://fbref.com/en/matches/1e731368/Mexico-Cameroon-June-13-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Fri,6/13/2014,16:00,Spain es,1,NA,nl Netherlands,5,NA,48173,Itaipava Arena Fonte Nova (Neutral Site),Nicola Rizzoli,,https://fbref.com/en/matches/df94a7ed/Spain-Netherlands-June-13-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Fri,6/13/2014,18:00,Chile cl,3,NA,au Australia,1,NA,40275,Arena Pantanal (Neutral Site),Noumandiez Doué,,https://fbref.com/en/matches/91edb9db/Chile-Australia-June-13-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sat,6/14/2014,13:00,Colombia co,3,NA,gr Greece,0,NA,57174,Estádio Governador Magalhães Pinto (Neutral Site),Mark Geiger,,https://fbref.com/en/matches/2ed82ce3/Colombia-Greece-June-14-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sat,6/14/2014,16:00,Uruguay uy,1,NA,cr Costa Rica,3,NA,58679,Estádio Castelão (Neutral Site),Felix Brych,,https://fbref.com/en/matches/6e542c56/Uruguay-Costa-Rica-June-14-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sat,6/14/2014,18:00,England eng,1,NA,it Italy,2,NA,39800,Arena da Amazônia (Neutral Site),Björn Kuipers,,https://fbref.com/en/matches/0d888670/England-Italy-June-14-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sat,6/14/2014,22:00,Côte d'Ivoire ci,2,NA,jp Japan,1,NA,40267,Itaipava Arena Pernambuco (Neutral Site),Enrique Osses,,https://fbref.com/en/matches/00fc135e/Cote-dIvoire-Japan-June-14-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sun,6/15/2014,13:00,Switzerland ch,2,NA,ec Ecuador,1,NA,68351,Estádio Nacional de Brasília (Neutral Site),Ravshan Irmatov,,https://fbref.com/en/matches/198210f9/Switzerland-Ecuador-June-15-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sun,6/15/2014,16:00,France fr,3,NA,hn Honduras,0,NA,43012,Estádio José Pinheiro Borba (Neutral Site),Sandro Ricci,,https://fbref.com/en/matches/cd1fb2ca/France-Honduras-June-15-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Sun,6/15/2014,19:00,Argentina ar,2,NA,ba Bosnia and Herzegovina,1,NA,74738,Estadio Jornalista Mário Filho (Neutral Site),Joel Aguilar,,https://fbref.com/en/matches/72d2c50a/Argentina-Bosnia-and-Herzegovina-June-15-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Mon,6/16/2014,13:00,Germany de,4,NA,pt Portugal,0,NA,51081,Itaipava Arena Fonte Nova (Neutral Site),Milorad Mažić,,https://fbref.com/en/matches/87a62789/Germany-Portugal-June-16-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Mon,6/16/2014,16:00,IR Iran ir,0,NA,ng Nigeria,0,NA,39081,Estádio Joaquim Américo Guimarães (Neutral Site),Carlos Vera,,https://fbref.com/en/matches/7569c36b/IR-Iran-Nigeria-June-16-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Mon,6/16/2014,19:00,Ghana gh,1,NA,us United States,2,NA,39760,Arena das Dunas (Neutral Site),Jonas Eriksson,,https://fbref.com/en/matches/cea329b8/Ghana-United-States-June-16-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Tue,6/17/2014,13:00,Belgium be,2,NA,dz Algeria,1,NA,56800,Estádio Governador Magalhães Pinto (Neutral Site),Marcos Quintero,,https://fbref.com/en/matches/1569fa2c/Belgium-Algeria-June-17-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Tue,6/17/2014,16:00,Brazil br,0,NA,mx Mexico,0,NA,60342,Estádio Castelão (Neutral Site),Cüneyt Çakιr,,https://fbref.com/en/matches/4f72e404/Brazil-Mexico-June-17-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,1,Tue,6/17/2014,18:00,Russia ru,1,NA,kr Korea Republic,1,NA,37603,Arena Pantanal (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/1159edc5/Russia-Korea-Republic-June-17-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Wed,6/18/2014,13:00,Australia au,2,NA,nl Netherlands,3,NA,42877,Estádio José Pinheiro Borba (Neutral Site),Djamel Haïmoudi,,https://fbref.com/en/matches/0e90edea/Australia-Netherlands-June-18-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Wed,6/18/2014,16:00,Spain es,0,NA,cl Chile,2,NA,74101,Estadio Jornalista Mário Filho (Neutral Site),Mark Geiger,,https://fbref.com/en/matches/ee4a9150/Spain-Chile-June-18-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Wed,6/18/2014,18:00,Cameroon cm,0,NA,hr Croatia,4,NA,39982,Arena da Amazônia (Neutral Site),Pedro Proença,,https://fbref.com/en/matches/c3d6cd40/Cameroon-Croatia-June-18-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Thu,6/19/2014,13:00,Colombia co,2,NA,ci Côte d'Ivoire,1,NA,68748,Estádio Nacional de Brasília (Neutral Site),Howard Webb,,https://fbref.com/en/matches/dc886814/Colombia-Cote-dIvoire-June-19-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Thu,6/19/2014,16:00,Uruguay uy,2,NA,eng England,1,NA,62575,Arena Corinthians (Neutral Site),Carlos Velasco,,https://fbref.com/en/matches/6782fb8e/Uruguay-England-June-19-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Thu,6/19/2014,19:00,Japan jp,0,NA,gr Greece,0,NA,39485,Arena das Dunas (Neutral Site),Joel Aguilar,,https://fbref.com/en/matches/bfbb91ac/Japan-Greece-June-19-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Fri,6/20/2014,13:00,Italy it,0,NA,cr Costa Rica,1,NA,40285,Itaipava Arena Pernambuco (Neutral Site),Enrique Osses,,https://fbref.com/en/matches/c94726d5/Italy-Costa-Rica-June-20-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Fri,6/20/2014,16:00,Switzerland ch,2,NA,fr France,5,NA,51003,Itaipava Arena Fonte Nova (Neutral Site),Björn Kuipers,,https://fbref.com/en/matches/3c8afe8e/Switzerland-France-June-20-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Fri,6/20/2014,19:00,Honduras hn,1,NA,ec Ecuador,2,NA,39224,Estádio Joaquim Américo Guimarães (Neutral Site),Benjamin Williams,,https://fbref.com/en/matches/28532816/Honduras-Ecuador-June-20-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Sat,6/21/2014,13:00,Argentina ar,1,NA,ir IR Iran,0,NA,57698,Estádio Governador Magalhães Pinto (Neutral Site),Milorad Mažić,,https://fbref.com/en/matches/03032261/Argentina-IR-Iran-June-21-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Sat,6/21/2014,16:00,Germany de,2,NA,gh Ghana,2,NA,59621,Estádio Castelão (Neutral Site),Sandro Ricci,,https://fbref.com/en/matches/34d954c8/Germany-Ghana-June-21-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Sat,6/21/2014,18:00,Nigeria ng,1,NA,ba Bosnia and Herzegovina,0,NA,40499,Arena Pantanal (Neutral Site),Peter O'Leary,,https://fbref.com/en/matches/05ff2d66/Nigeria-Bosnia-and-Herzegovina-June-21-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Sun,6/22/2014,13:00,Belgium be,1,NA,ru Russia,0,NA,73819,Estadio Jornalista Mário Filho (Neutral Site),Felix Brych,,https://fbref.com/en/matches/2860f4f2/Belgium-Russia-June-22-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Sun,6/22/2014,16:00,Korea Republic kr,2,NA,dz Algeria,4,NA,42732,Estádio José Pinheiro Borba (Neutral Site),Wilmar Roldán,,https://fbref.com/en/matches/21335950/Korea-Republic-Algeria-June-22-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,2,Sun,6/22/2014,18:00,United States us,2,NA,pt Portugal,2,NA,40123,Arena da Amazônia (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/a1d62a1c/United-States-Portugal-June-22-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Mon,6/23/2014,13:00,Australia au,0,NA,es Spain,3,NA,39375,Estádio Joaquim Américo Guimarães (Neutral Site),Nawaf Shukralla,,https://fbref.com/en/matches/312c3bd6/Australia-Spain-June-23-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Mon,6/23/2014,13:00,Netherlands nl,2,NA,cl Chile,0,NA,62996,Arena Corinthians (Neutral Site),Bakary Papa Gassama,,https://fbref.com/en/matches/8cb7afe6/Netherlands-Chile-June-23-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Mon,6/23/2014,17:00,Cameroon cm,1,NA,br Brazil,4,NA,69112,Estádio Nacional de Brasília (Neutral Site),Jonas Eriksson,,https://fbref.com/en/matches/7b01ab8a/Cameroon-Brazil-June-23-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Mon,6/23/2014,17:00,Croatia hr,1,NA,mx Mexico,3,NA,41212,Itaipava Arena Pernambuco (Neutral Site),Ravshan Irmatov,,https://fbref.com/en/matches/e6dd8890/Croatia-Mexico-June-23-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Tue,6/24/2014,13:00,Italy it,0,NA,uy Uruguay,1,NA,39706,Arena das Dunas (Neutral Site),Marco Antonio Rodríguez,,https://fbref.com/en/matches/2a226ccf/Italy-Uruguay-June-24-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Tue,6/24/2014,13:00,Costa Rica cr,0,NA,eng England,0,NA,57823,Estádio Governador Magalhães Pinto (Neutral Site),Djamel Haïmoudi,,https://fbref.com/en/matches/3de1b54e/Costa-Rica-England-June-24-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Tue,6/24/2014,16:00,Japan jp,1,NA,co Colombia,4,NA,40340,Arena Pantanal (Neutral Site),Pedro Proença,,https://fbref.com/en/matches/02f2939b/Japan-Colombia-June-24-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Tue,6/24/2014,17:00,Greece gr,2,NA,ci Côte d'Ivoire,1,NA,59095,Estádio Castelão (Neutral Site),Carlos Vera,,https://fbref.com/en/matches/09d48d1d/Greece-Cote-dIvoire-June-24-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Wed,6/25/2014,13:00,Nigeria ng,2,NA,ar Argentina,3,NA,43285,Estádio José Pinheiro Borba (Neutral Site),Nicola Rizzoli,,https://fbref.com/en/matches/eeffe097/Nigeria-Argentina-June-25-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Wed,6/25/2014,13:00,Bosnia and Herzegovina ba,3,NA,ir IR Iran,1,NA,48011,Itaipava Arena Fonte Nova (Neutral Site),Carlos Velasco,,https://fbref.com/en/matches/baf36bea/Bosnia-and-Herzegovina-IR-Iran-June-25-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Wed,6/25/2014,16:00,Honduras hn,0,NA,ch Switzerland,3,NA,40322,Arena da Amazônia (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/52eae589/Honduras-Switzerland-June-25-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Wed,6/25/2014,17:00,Ecuador ec,0,NA,fr France,0,NA,73749,Estadio Jornalista Mário Filho (Neutral Site),Noumandiez Doué,,https://fbref.com/en/matches/d799423c/Ecuador-France-June-25-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Thu,6/26/2014,13:00,United States us,0,NA,de Germany,1,NA,41876,Itaipava Arena Pernambuco (Neutral Site),Ravshan Irmatov,,https://fbref.com/en/matches/2246ef01/United-States-Germany-June-26-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Thu,6/26/2014,13:00,Portugal pt,2,NA,gh Ghana,1,NA,67540,Estádio Nacional de Brasília (Neutral Site),Nawaf Shukralla,,https://fbref.com/en/matches/17f4fc6b/Portugal-Ghana-June-26-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Thu,6/26/2014,17:00,Algeria dz,1,NA,ru Russia,1,NA,39311,Estádio Joaquim Américo Guimarães (Neutral Site),Cüneyt Çakιr,,https://fbref.com/en/matches/43c884ac/Algeria-Russia-June-26-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Group stage,3,Thu,6/26/2014,17:00,Korea Republic kr,0,NA,be Belgium,1,NA,61397,Arena Corinthians (Neutral Site),Benjamin Williams,,https://fbref.com/en/matches/2b7b8d0e/Korea-Republic-Belgium-June-26-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Sat,6/28/2014,13:00,Brazil br,1,NA,cl Chile,1,NA,57714,Estádio Governador Magalhães Pinto (Neutral Site),Howard Webb,Brazil won on penalty kicks following extra time,https://fbref.com/en/matches/bf3f5977/Brazil-Chile-June-28-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Sat,6/28/2014,17:00,Colombia co,2,NA,uy Uruguay,0,NA,73804,Estadio Jornalista Mário Filho (Neutral Site),Björn Kuipers,,https://fbref.com/en/matches/484eb2ca/Colombia-Uruguay-June-28-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Sun,6/29/2014,13:00,Netherlands nl,2,NA,mx Mexico,1,NA,58817,Estádio Castelão (Neutral Site),Pedro Proença,,https://fbref.com/en/matches/89043154/Netherlands-Mexico-June-29-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Sun,6/29/2014,17:00,Costa Rica cr,1,NA,gr Greece,1,NA,41242,Itaipava Arena Pernambuco (Neutral Site),Benjamin Williams,Costa Rica won on penalty kicks following extra time,https://fbref.com/en/matches/67156ef9/Costa-Rica-Greece-June-29-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Mon,6/30/2014,13:00,France fr,2,NA,ng Nigeria,0,NA,67882,Estádio Nacional de Brasília (Neutral Site),Mark Geiger,,https://fbref.com/en/matches/50163cef/France-Nigeria-June-30-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Mon,6/30/2014,17:00,Germany de,2,NA,dz Algeria,1,NA,43063,Estádio José Pinheiro Borba (Neutral Site),Sandro Ricci,Required Extra Time,https://fbref.com/en/matches/fa3a45a3/Germany-Algeria-June-30-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Tue,7/1/2014,13:00,Argentina ar,1,NA,ch Switzerland,0,NA,63255,Arena Corinthians (Neutral Site),Jonas Eriksson,Required Extra Time,https://fbref.com/en/matches/6b10caba/Argentina-Switzerland-July-1-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Round of 16,NA,Tue,7/1/2014,17:00,Belgium be,2,NA,us United States,1,NA,51227,Itaipava Arena Fonte Nova (Neutral Site),Djamel Haïmoudi,Required Extra Time,https://fbref.com/en/matches/2ecf86bb/Belgium-United-States-July-1-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Quarter-finals,NA,Fri,7/4/2014,13:00,France fr,0,NA,de Germany,1,NA,74240,Estadio Jornalista Mário Filho (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/0189ead9/France-Germany-July-4-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Quarter-finals,NA,Fri,7/4/2014,17:00,Brazil br,2,NA,co Colombia,1,NA,60342,Estádio Castelão (Neutral Site),Carlos Velasco,,https://fbref.com/en/matches/5f602ffa/Brazil-Colombia-July-4-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Quarter-finals,NA,Sat,7/5/2014,13:00,Argentina ar,1,NA,be Belgium,0,NA,68551,Estádio Nacional de Brasília (Neutral Site),Nicola Rizzoli,,https://fbref.com/en/matches/64df0095/Argentina-Belgium-July-5-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Quarter-finals,NA,Sat,7/5/2014,17:00,Netherlands nl,0,NA,cr Costa Rica,0,NA,51179,Itaipava Arena Fonte Nova (Neutral Site),Ravshan Irmatov,Netherlands won on penalty kicks following extra time,https://fbref.com/en/matches/8a87d8f1/Netherlands-Costa-Rica-July-5-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Semi-finals,NA,Tue,7/8/2014,17:00,Brazil br,1,NA,de Germany,7,NA,58141,Estádio Governador Magalhães Pinto (Neutral Site),Marco Antonio Rodríguez,,https://fbref.com/en/matches/04e9fcbd/Brazil-Germany-July-8-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Semi-finals,NA,Wed,7/9/2014,17:00,Netherlands nl,0,NA,ar Argentina,0,NA,63267,Arena Corinthians (Neutral Site),Cüneyt Çakιr,Argentina won on penalty kicks following extra time,https://fbref.com/en/matches/e1409f9a/Netherlands-Argentina-July-9-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Third-place match,NA,Sat,7/12/2014,17:00,Brazil br,0,NA,nl Netherlands,3,NA,68034,Estádio Nacional de Brasília (Neutral Site),Djamel Haïmoudi,,https://fbref.com/en/matches/2000ff71/Brazil-Netherlands-July-12-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2014,Final,NA,Sun,7/13/2014,16:00,Germany de,1,NA,ar Argentina,0,NA,74738,Estadio Jornalista Mário Filho (Neutral Site),Nicola Rizzoli,Required Extra Time,https://fbref.com/en/matches/3bbb52d8/Germany-Argentina-July-13-2014-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Thu,6/14/2018,18:00,Russia ru,5,1.1,sa Saudi Arabia,0,0.3,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/c9d7e48c/Russia-Saudi-Arabia-June-14-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Fri,6/15/2018,17:00,Egypt eg,0,0.3,uy Uruguay,1,1.2,27015,Stadion Central'nyj (Neutral Site),Björn Kuipers,,https://fbref.com/en/matches/cea695e1/Egypt-Uruguay-June-15-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Fri,6/15/2018,18:00,Morocco ma,0,1.1,ir IR Iran,1,0.6,62548,Gazprom Arena (Neutral Site),Cüneyt Çakιr,,https://fbref.com/en/matches/028c7b0f/Morocco-IR-Iran-June-15-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Fri,6/15/2018,21:00,Portugal pt,3,1.3,es Spain,3,1.8,43866,Olimpiyskiy Stadion Fisht (Neutral Site),Gianluca Rocchi,,https://fbref.com/en/matches/2fecb1be/Portugal-Spain-June-15-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Sat,6/16/2018,13:00,France fr,2,1.3,au Australia,1,0.9,41279,Kazan Arena (Neutral Site),Andrés Cunha,,https://fbref.com/en/matches/99aa0597/France-Australia-June-16-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Sat,6/16/2018,16:00,Argentina ar,1,1.8,is Iceland,1,0.9,44190,Otkrytie Arena (Neutral Site),Szymon Marciniak,,https://fbref.com/en/matches/1b352279/Argentina-Iceland-June-16-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Sat,6/16/2018,19:00,Peru pe,0,1.8,dk Denmark,1,0.9,40502,Mordovia Arena (Neutral Site),Bakary Papa Gassama,,https://fbref.com/en/matches/25905c9c/Peru-Denmark-June-16-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Sat,6/16/2018,21:00,Croatia hr,2,1.4,ng Nigeria,0,0.6,31136,Kaliningrad Stadium (Neutral Site),Sandro Ricci,,https://fbref.com/en/matches/b85541a6/Croatia-Nigeria-June-16-2018-FIFA-World-Cup
